Index	Region, subregion, country or area *	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	2031	2032	2033	2034	2035	2036	2037	2038	2039	2040	2041	2042	2043	2044	2045	2046	2047	2048	2049	2050	2051	2052	2053	2054	2055	2056	2057	2058	2059	2060	2061	2062	2063	2064	2065	2066	2067	2068	2069	2070	2071	2072	2073	2074	2075	2076	2077	2078	2079	2080	2081	2082	2083	2084	2085	2086	2087	2088	2089	2090	2091	2092	2093	2094	2095	2096	2097	2098	2099	2100
154	Ireland	4700.107	4744.506	4789.63	4835.421	4881.801	4928.639	4975.821	5023.176	5070.548	5117.748	5164.626	5211.112	5257.226	5303.116	5348.974	5394.999	5441.192	5487.556	5534.218	5581.321	5628.982	5677.236	5726.04	5775.309	5824.903	5874.714	5924.679	5974.784	6024.916	6074.955	6124.814	6174.43	6223.767	6272.72	6321.215	6369.161	6416.536	6463.36	6509.647	6555.458	6600.837	6645.827	6690.469	6734.851	6779.101	6823.314	6867.562	6911.939	6956.537	7001.464	7046.816	7092.683	7139.14	7186.311	7234.333	7283.31	7333.316	7384.372	7436.549	7489.889	7544.433	7600.185	7657.14	7715.256	7774.477	7834.738	7896.009	7958.232	8021.292	8085.044	8149.385	8214.246	8279.556	8345.181	8411.004	8476.9	8542.798	8608.652	8674.426	8740.115	8805.688	8871.134	8936.428	9001.505	9066.352	9130.909
155	Isle of Man	83.167	83.811	84.472	85.139	85.817	86.516	87.209	87.909	88.621	89.335	90.066	90.796	91.524	92.257	92.99	93.704	94.419	95.122	95.816	96.496	97.16	97.817	98.463	99.103	99.73	100.361	100.998	101.626	102.25	102.881	103.508	104.128	104.76	105.388	106.032	106.687	107.355	108.038	108.744	109.455	110.167	110.895	111.626	112.363	113.114	113.859	114.615	115.367	116.126	116.879	117.651	118.415	119.183	119.954	120.732	121.516	122.304	123.098	123.899	124.71	125.535	126.371	127.215	128.077	128.95	129.837	130.737	131.638	132.553	133.481	134.413	135.36	136.314	137.279	138.241	139.211	140.183	141.149	142.135	143.122	144.1	145.088	146.08	147.074	148.073	149.059
156	Latvia	1992.663	1972.626	1954.511	1937.956	1922.651	1908.371	1894.971	1882.385	1870.594	1859.632	1849.545	1840.293	1831.733	1823.576	1815.467	1807.162	1798.53	1789.632	1780.642	1771.824	1763.401	1755.395	1747.763	1740.524	1733.655	1727.175	1721.088	1715.401	1710.1	1705.133	1700.454	1696.062	1691.945	1688.107	1684.547	1681.247	1678.209	1675.42	1672.834	1670.427	1668.179	1666.066	1664.096	1662.249	1660.523	1658.903	1657.397	1655.995	1654.74	1653.64	1652.724	1651.994	1651.481	1651.214	1651.243	1651.588	1652.277	1653.322	1654.74	1656.551	1658.775	1661.404	1664.459	1667.929	1671.807	1676.091	1680.775	1685.832	1691.246	1696.983	1703.012	1709.31	1715.85	1722.598	1729.507	1736.521	1743.629	1750.788	1757.999	1765.229	1772.462	1779.679	1786.854	1793.949	1800.935	1807.774
157	Lithuania	2931.926	2916.39	2903.396	2892.49	2883.285	2875.425	2868.576	2862.462	2856.824	2851.46	2846.175	2840.822	2835.228	2829.267	2822.82	2815.803	2808.137	2799.853	2791.064	2781.948	2772.685	2763.313	2753.887	2744.515	2735.368	2726.569	2718.178	2710.268	2702.906	2696.154	2690.079	2684.701	2680.048	2676.13	2672.94	2670.472	2668.721	2667.66	2667.195	2667.236	2667.672	2668.477	2669.622	2671.018	2672.563	2674.202	2675.895	2677.642	2679.441	2681.311	2683.279	2685.34	2687.531	2689.91	2692.577	2695.597	2699.01	2702.842	2707.152	2712.016	2717.477	2723.561	2730.286	2737.658	2745.66	2754.301	2763.565	2773.452	2783.894	2794.864	2806.293	2818.143	2830.396	2843.008	2855.899	2869.014	2882.32	2895.777	2909.367	2923.061	2936.825	2950.634	2964.456	2978.245	2991.965	3005.562
158	Norway	5199.836	5253.649	5310.399	5369.546	5430.64	5493.325	5557.322	5622.435	5688.558	5755.62	5823.553	5892.233	5961.407	6030.667	6099.555	6167.689	6234.928	6301.257	6366.721	6431.407	6495.435	6558.808	6621.564	6683.858	6745.881	6807.843	6869.788	6931.833	6994.241	7057.324	7121.336	7186.383	7252.468	7319.526	7387.453	7456.148	7525.594	7595.809	7666.684	7738.115	7810.002	7882.291	7954.964	8027.918	8101.055	8174.301	8247.621	8320.996	8394.453	8467.999	8541.675	8615.457	8689.371	8763.499	8837.907	8912.674	8987.834	9063.412	9139.409	9215.859	9292.776	9370.169	9448.062	9526.473	9605.428	9684.908	9764.929	9845.501	9926.621	10008.315	10090.57	10173.379	10256.733	10340.601	10424.952	10509.738	10594.936	10680.512	10766.438	10852.69	10939.212	11025.968	11112.913	11199.975	11287.109	11374.227
159	Sweden	9763.565	9847.687	9934.471	10022.857	10112.003	10201.308	10290.43	10379.224	10467.782	10556.328	10645.063	10734.004	10822.796	10910.696	10996.726	11080.202	11160.951	11239.274	11315.743	11391.205	11466.366	11541.463	11616.618	11692.308	11769.039	11847.241	11927.133	12008.903	12092.861	12179.304	12268.434	12360.398	12455.109	12552.349	12651.731	12752.95	12855.885	12960.466	13066.365	13173.208	13280.706	13388.709	13497.152	13605.874	13714.725	13823.614	13932.486	14041.342	14150.354	14259.712	14369.622	14480.14	14591.296	14703.286	14816.329	14930.598	15046.185	15163.127	15281.442	15401.108	15522.115	15644.534	15768.367	15893.596	16020.164	16148.048	16277.241	16407.783	16539.711	16673.066	16807.903	16944.182	17081.918	17221.212	17362.214	17505.004	17649.562	17795.785	17943.51	18092.531	18242.671	18393.741	18545.586	18698.061	18851.045	19004.422
160	United Kingdom	65397.08	65865.449	66351.254	66849.832	67357.286	67870.431	68386.877	68904.948	69423.615	69942.386	70460.865	70978.323	71493.316	72003.529	72506.204	72999.586	73482.859	73956.933	74424.052	74887.468	75349.871	75812.185	76274.835	76739.406	77207.639	77680.976	78160.16	78645.835	79139.047	79640.869	80151.961	80672.753	81202.944	81741.499	82286.905	82837.828	83394.006	83955.129	84519.726	85086.09	85652.923	86219.748	86786.663	87353.855	87921.787	88490.974	89061.488	89633.618	90208.446	90787.327	91371.406	91961.232	92557.115	93159.595	93769.197	94386.357	95011.459	95644.808	96286.584	96936.919	97595.896	98263.645	98940.246	99625.7	100319.926	101022.85	101734.367	102454.383	103182.77	103919.353	104663.947	105416.349	106176.265	106943.291	107716.95	108496.794	109282.434	110073.532	110869.781	111670.865	112476.426	113286.055	114099.304	114915.642	115734.513	116555.284
161	Southern Europe	152440.653	152471.407	152514.952	152565.924	152620.62	152677.077	152735.126	152796.17	152863.114	152939.716	153029.106	153132.151	153245.953	153363.468	153474.965	153573.316	153655.687	153723.237	153777.666	153822.335	153859.73	153889.888	153911.732	153925	153929.337	153924.591	153910.994	153889.037	153859.25	153822.258	153778.683	153729.113	153674.02	153614.111	153549.987	153482.393	153412.101	153339.993	153266.829	153193.37	153120.579	153049.592	152981.545	152917.468	152858.363	152805.406	152759.98	152723.787	152698.959	152687.722	152692.311	152714.365	152755.71	152818.962	152907.121	153022.717	153167.098	153341.377	153547.493	153787.452	154062.623	154373.647	154720.249	155101.667	155516.569	155963.667	156442.125	156950.887	157487.604	158049.355	158633.576	159238.649	159863.197	160505.03	161161.796	161831.518	162512.499	163203.475	163903.395	164611.335	165326.332	166047.542	166773.889	167504.315	168237.743	168973.008
162	Albania	2923.352	2930.888	2939.291	2948.239	2957.479	2966.792	2976.038	2985.103	2993.93	3002.529	3010.85	3018.854	3026.384	3033.205	3039.036	3043.672	3047.014	3049.104	3049.959	3049.649	3048.263	3045.812	3042.344	3038.009	3032.975	3027.425	3021.426	3015.05	3008.439	3001.73	2995.041	2988.455	2982.002	2975.756	2969.787	2964.105	2958.762	2953.758	2949.026	2944.472	2940.041	2935.693	2931.427	2927.162	2922.835	2918.37	2913.757	2908.964	2903.984	2898.798	2893.374	2887.735	2881.878	2875.861	2869.738	2863.546	2857.326	2851.112	2844.96	2839.009	2833.291	2827.868	2822.755	2817.991	2813.576	2809.55	2805.931	2802.717	2799.923	2797.518	2795.497	2793.866	2792.622	2791.764	2791.253	2791.087	2791.267	2791.778	2792.657	2793.904	2795.534	2797.559	2799.981	2802.813	2806.051	2809.693
163	Andorra	78.014	77.752	77.612	77.59	77.655	77.816	78.045	78.314	78.623	78.938	79.252	79.558	79.832	80.101	80.359	80.625	80.894	81.165	81.426	81.683	81.939	82.191	82.442	82.679	82.903	83.116	83.313	83.487	83.642	83.787	83.897	83.994	84.071	84.111	84.138	84.143	84.126	84.093	84.043	83.968	83.885	83.799	83.687	83.582	83.467	83.352	83.234	83.132	83.024	82.937	82.846	82.777	82.727	82.695	82.674	82.68	82.704	82.745	82.815	82.9	83.015	83.149	83.314	83.493	83.702	83.937	84.173	84.436	84.723	85.023	85.338	85.67	86.009	86.365	86.728	87.095	87.473	87.856	88.244	88.635	89.035	89.433	89.837	90.242	90.642	91.052
164	Bosnia and Herzegovina	3535.961	3532.031	3529.533	3528.103	3527.439	3527.308	3527.548	3528.005	3528.642	3529.414	3530.301	3531.213	3531.994	3532.381	3532.04	3530.754	3528.399	3525.016	3520.632	3515.31	3509.143	3502.151	3494.383	3485.969	3477.083	3467.869	3458.429	3448.833	3439.295	3430.001	3421.137	3412.797	3405.021	3397.899	3391.511	3385.915	3381.138	3377.169	3373.917	3371.285	3369.149	3367.486	3366.253	3365.301	3364.459	3363.591	3362.632	3361.569	3360.367	3358.978	3357.393	3355.61	3353.641	3351.549	3349.416	3347.325	3345.309	3343.423	3341.77	3340.484	3339.675	3339.407	3339.696	3340.613	3342.223	3344.554	3347.641	3351.485	3356.079	3361.382	3367.379	3374.048	3381.359	3389.274	3397.737	3406.68	3416.058	3425.838	3435.987	3446.492	3457.299	3468.373	3479.654	3491.089	3502.609	3514.121
165	Croatia	4236.016	4215.925	4197.312	4179.968	4163.697	4148.352	4133.829	4120.058	4107.013	4094.675	4083.017	4072.01	4061.511	4051.343	4041.264	4031.096	4020.76	4010.25	3999.543	3988.68	3977.662	3966.471	3955.139	3943.729	3932.346	3921.087	3909.996	3899.082	3888.439	3878.109	3868.172	3858.655	3849.57	3840.968	3832.88	3825.317	3818.31	3811.831	3805.858	3800.314	3795.16	3790.373	3785.932	3781.802	3777.902	3774.194	3770.65	3767.283	3764.058	3760.975	3758.035	3755.236	3752.603	3750.167	3748	3746.143	3744.63	3743.491	3742.792	3742.609	3743.006	3744.018	3745.666	3747.968	3750.943	3754.605	3758.962	3764.004	3769.727	3776.106	3783.118	3790.734	3798.956	3807.711	3816.952	3826.653	3836.747	3847.203	3858.013	3869.117	3880.507	3892.134	3903.953	3915.909	3927.94	3939.977
166	Gibraltar	34.228	34.446	34.658	34.869	35.071	35.259	35.454	35.644	35.818	35.998	36.178	36.36	36.543	36.723	36.899	37.075	37.248	37.416	37.586	37.754	37.919	38.079	38.248	38.418	38.584	38.758	38.935	39.114	39.302	39.486	39.682	39.877	40.07	40.276	40.478	40.685	40.897	41.108	41.323	41.541	41.759	41.973	42.198	42.403	42.629	42.844	43.067	43.276	43.5	43.721	43.94	44.155	44.384	44.611	44.839	45.064	45.307	45.558	45.8	46.052	46.306	46.577	46.843	47.118	47.394	47.681	47.969	48.267	48.569	48.872	49.183	49.49	49.814	50.132	50.452	50.776	51.103	51.434	51.761	52.091	52.427	52.764	53.096	53.436	53.769	54.11
167	Greece	11217.8	11213.009	11207.467	11201.182	11194.25	11186.816	11179.104	11171.398	11164.03	11157.353	11151.66	11147.105	11143.608	11140.858	11138.363	11135.746	11132.864	11129.742	11126.35	11122.71	11118.791	11114.546	11109.816	11104.395	11098.021	11090.493	11081.733	11071.73	11060.414	11047.708	11033.615	11018.091	11001.226	10983.147	10964.092	10944.247	10923.725	10902.605	10881.021	10859.108	10837.011	10814.852	10792.755	10770.896	10749.434	10728.52	10708.308	10688.915	10670.423	10652.891	10636.41	10621.067	10607.01	10594.432	10583.564	10574.61	10567.664	10562.782	10560.016	10559.404	10560.969	10564.737	10570.722	10578.95	10589.425	10602.152	10617.086	10634.169	10653.314	10674.388	10697.277	10721.927	10748.236	10776.011	10805.03	10835.112	10866.14	10898.064	10930.852	10964.523	10999.041	11034.387	11070.5	11107.302	11144.696	11182.553
168	Holy See	0.803	0.801	0.796	0.804	0.802	0.805	0.807	0.806	0.806	0.815	0.809	0.808	0.811	0.812	0.818	0.814	0.826	0.83	0.826	0.826	0.822	0.824	0.837	0.834	0.839	0.838	0.841	0.845	0.849	0.853	0.852	0.852	0.853	0.856	0.864	0.872	0.875	0.874	0.876	0.884	0.883	0.892	0.893	0.895	0.893	0.897	0.9	0.906	0.917	0.912	0.907	0.905	0.907	0.911	0.924	0.933	0.93	0.936	0.937	0.937	0.941	0.945	0.947	0.947	0.946	0.943	0.948	0.956	0.967	0.97	0.973	0.973	0.969	0.977	0.979	0.98	0.984	0.984	0.989	0.995	0.997	1.002	1.002	1.003	1.006	1.007
169	Italy	59504.212	59504.315	59509.193	59516.929	59526.294	59536.794	59548.681	59562.887	59580.947	59604.719	59635.765	59674.611	59720.121	59769.25	59817.785	59862.587	59902.475	59937.886	59969.356	59998.026	60024.708	60049.376	60071.493	60090.852	60107.164	60120.266	60130.197	60137.199	60141.552	60143.658	60143.882	60142.56	60139.934	60136.298	60131.92	60127.14	60122.398	60118.234	60115.184	60113.848	60114.845	60118.798	60126.339	60138.293	60155.521	60178.883	60209.007	60246.595	60292.633	60348.179	60414.154	60491.124	60579.552	60680.068	60793.327	60919.793	61059.705	61213.12	61380.069	61560.445	61754.051	61960.803	62180.327	62411.822	62654.25	62906.679	63168.602	63439.629	63719.152	64006.536	64301.195	64602.61	64910.325	65223.913	65542.971	65867.12	66195.958	66529.097	66866.157	67206.766	67550.572	67897.274	68246.595	68598.29	68952.13	69307.957
170	Malta	427.616	429.447	431.464	433.586	435.78	437.986	440.175	442.313	444.386	446.364	448.267	450.062	451.737	453.256	454.589	455.712	456.612	457.301	457.81	458.181	458.448	458.624	458.723	458.755	458.756	458.743	458.717	458.711	458.732	458.818	458.974	459.23	459.572	460.024	460.57	461.226	461.982	462.852	463.805	464.826	465.905	467.029	468.189	469.375	470.548	471.705	472.837	473.934	474.981	475.973	476.904	477.772	478.58	479.329	480.029	480.702	481.334	481.946	482.564	483.185	483.85	484.562	485.324	486.157	487.069	488.074	489.18	490.385	491.698	493.116	494.642	496.279	498.024	499.874	501.818	503.839	505.95	508.13	510.372	512.679	515.038	517.439	519.875	522.324	524.787	527.235
171	Montenegro	628.178	629.353	630.617	631.939	633.299	634.674	636.047	637.42	638.777	640.137	641.508	642.879	644.223	645.52	646.732	647.82	648.781	649.609	650.313	650.906	651.391	651.771	652.044	652.23	652.352	652.398	652.404	652.358	652.297	652.244	652.227	652.249	652.317	652.451	652.659	652.945	653.325	653.783	654.319	654.914	655.569	656.27	657.021	657.791	658.583	659.358	660.137	660.881	661.624	662.339	663.023	663.679	664.302	664.912	665.516	666.121	666.745	667.376	668.028	668.721	669.465	670.272	671.139	672.078	673.087	674.18	675.353	676.608	677.94	679.365	680.861	682.448	684.104	685.833	687.621	689.46	691.348	693.282	695.275	697.303	699.379	701.498	703.663	705.856	708.078	710.323
172	Portugal	10418.473	10385.861	10357.986	10334.191	10313.919	10296.633	10281.877	10269.256	10258.416	10249.065	10240.929	10233.718	10227.078	10220.659	10214.051	10206.931	10199.061	10190.314	10180.677	10170.232	10159.036	10147.031	10134.133	10120.229	10105.204	10088.999	10071.587	10053.059	10033.532	10013.199	9992.233	9970.718	9948.71	9926.359	9903.776	9881.113	9858.45	9835.884	9813.537	9791.547	9770.021	9749.062	9728.721	9709.012	9689.936	9671.483	9653.716	9636.723	9620.564	9605.29	9590.967	9577.66	9565.46	9554.465	9544.816	9536.623	9529.945	9524.844	9521.453	9519.925	9520.359	9522.812	9527.265	9533.694	9542.046	9552.288	9564.375	9578.269	9593.845	9610.978	9629.521	9649.413	9670.605	9692.988	9716.427	9740.85	9766.168	9792.367	9819.403	9847.28	9875.987	9905.51	9935.841	9966.947	9998.822	10031.434
173	San Marino	32.96	33.206	33.434	33.665	33.878	34.083	34.279	34.472	34.656	34.847	35.026	35.207	35.387	35.558	35.727	35.884	36.039	36.182	36.317	36.441	36.566	36.678	36.788	36.892	36.993	37.084	37.179	37.261	37.342	37.424	37.507	37.584	37.667	37.748	37.83	37.919	38.007	38.094	38.191	38.288	38.39	38.5	38.612	38.716	38.828	38.948	39.06	39.182	39.297	39.411	39.53	39.647	39.767	39.886	40.005	40.123	40.252	40.378	40.503	40.632	40.768	40.905	41.053	41.206	41.358	41.527	41.697	41.876	42.072	42.265	42.47	42.677	42.896	43.123	43.359	43.591	43.831	44.081	44.326	44.579	44.826	45.089	45.348	45.61	45.875	46.139
174	Serbia	8851.28	8831.897	8815.136	8800.342	8787.001	8774.671	8763.017	8751.807	8740.899	8730.204	8719.663	8709.132	8698.353	8686.947	8674.439	8660.497	8644.985	8627.96	8609.56	8590.003	8569.521	8548.188	8526.109	8503.537	8480.759	8458.057	8435.585	8413.527	8392.196	8372.012	8353.276	8336.117	8320.596	8306.816	8294.854	8284.729	8276.489	8270.055	8265.195	8261.55	8258.868	8257.015	8255.941	8255.433	8255.237	8255.171	8255.149	8255.129	8255.1	8255.058	8255.035	8255.023	8255.052	8255.278	8255.873	8256.986	8258.698	8261.092	8264.326	8268.56	8273.977	8280.617	8288.559	8297.899	8308.72	8321.11	8335.083	8350.643	8367.707	8386.19	8406.004	8427.099	8449.43	8472.858	8497.234	8522.427	8548.321	8574.867	8601.999	8629.686	8657.846	8686.436	8715.349	8744.468	8773.665	8802.803
175	Slovenia	2074.788	2079.661	2084.475	2089.149	2093.625	2097.861	2101.805	2105.456	2108.799	2111.821	2114.55	2116.969	2119.085	2120.858	2122.262	2123.295	2123.95	2124.261	2124.307	2124.17	2123.926	2123.627	2123.282	2122.92	2122.565	2122.247	2121.998	2121.833	2121.763	2121.815	2122.005	2122.344	2122.818	2123.443	2124.185	2125.04	2126.003	2127.075	2128.224	2129.429	2130.675	2131.953	2133.266	2134.613	2135.979	2137.364	2138.766	2140.224	2141.761	2143.419	2145.233	2147.226	2149.446	2151.917	2154.707	2157.866	2161.427	2165.41	2169.865	2174.831	2180.34	2186.413	2193.071	2200.3	2208.12	2216.529	2225.528	2235.096	2245.207	2255.818	2266.884	2278.379	2290.294	2302.559	2315.127	2327.943	2340.967	2354.168	2367.532	2381.03	2394.632	2408.323	2422.058	2435.795	2449.502	2463.11
176	Spain	46397.664	46488.898	46576.821	46660.539	46739.696	46814.468	46885.648	46954.557	47022.962	47092.886	47166.068	47243.395	47324.358	47406.872	47487.888	47565.175	47637.955	47706.862	47772.798	47837.247	47901.223	47964.737	48027.156	48088.066	48146.814	48202.856	48255.997	48306.006	48352.161	48393.593	48429.607	48459.99	48484.674	48503.411	48515.954	48522.247	48522.283	48516.36	48504.967	48488.783	48468.461	48444.559	48417.561	48388.056	48356.673	48324.115	48291.12	48258.57	48227.495	48199.042	48174.315	48154.193	48139.627	48131.937	48132.567	48142.794	48163.315	48194.813	48238.474	48295.561	48366.984	48453.107	48553.866	48669.036	48798.155	48940.652	49096.257	49264.373	49443.593	49632.159	49828.539	50031.881	50241.534	50456.401	50675.337	50897.359	51121.671	51347.658	51574.844	51802.822	52031.202	52259.636	52487.732	52715.097	52941.363	53166.129
177	TFYR Macedonia	2079.308	2083.917	2089.157	2094.829	2100.735	2106.759	2112.772	2118.674	2124.41	2129.951	2135.263	2140.27	2144.928	2149.125	2152.713	2155.633	2157.824	2159.339	2160.206	2160.517	2160.372	2159.782	2158.795	2157.486	2155.979	2154.355	2152.657	2150.942	2149.295	2147.821	2146.576	2145.6	2144.919	2144.548	2144.489	2144.75	2145.331	2146.218	2147.343	2148.613	2149.957	2151.338	2152.75	2154.138	2155.439	2156.611	2157.64	2158.504	2159.231	2159.799	2160.245	2160.556	2160.774	2160.944	2161.126	2161.408	2161.807	2162.351	2163.121	2164.197	2165.626	2167.455	2169.702	2172.395	2175.555	2179.206	2183.34	2187.974	2193.088	2198.669	2204.695	2211.155	2218.02	2225.247	2232.771	2240.546	2248.513	2256.668	2264.984	2273.433	2282.01	2290.685	2299.405	2308.134	2316.808	2325.365
178	Western Europe	192032.306	193003.471	193955.216	194882.925	195784.73	196661.51	197517.132	198358.061	199193.124	200032.299	200884.142	201752.579	202634.601	203518.894	204389.128	205233.197	206047.922	206836.157	207598.897	208339.108	209059.251	209760.02	210441.497	211105.145	211752.693	212386.345	213007.762	213619.948	214228.213	214839.17	215458.228	216088.326	216731.402	217390.752	218069.652	218770.699	219496.006	220246.623	221022.744	221823.846	222649.443	223499.924	224375.553	225275.695	226199.28	227145.384	228113.64	229103.578	230114.163	231144.205	232192.641	233259.173	234343.404	235444.222	236560.343	237691.016	238836.091	239996.116	241171.774	242364.086	243574.176	244802.616	246050.353	247319.528	248612.748	249932.197	251278.483	252652.176	254055.457	255490.812	256959.762	258462.707	259998.662	261565.72	263161.132	264782.333	266427.293	268094.426	269782.191	271488.936	273212.435	274949.83	276697.594	278451.492	280206.578	281957.248
179	Austria	8678.657	8707.213	8739.758	8775.333	8813.113	8852.441	8892.776	8933.746	8975.098	9016.669	9058.33	9099.844	9140.831	9180.72	9218.838	9254.697	9288.053	9318.982	9347.739	9374.747	9400.362	9424.676	9447.729	9469.765	9491.068	9511.887	9532.371	9552.66	9572.939	9593.449	9614.336	9635.758	9657.754	9680.335	9703.481	9727.163	9751.42	9776.288	9801.743	9827.749	9854.272	9881.311	9908.874	9936.972	9965.628	9994.832	10024.609	10054.948	10085.826	10117.248	10149.183	10181.668	10214.704	10248.273	10282.353	10316.947	10352.072	10387.79	10424.17	10461.28	10499.201	10537.995	10577.741	10618.572	10660.689	10704.243	10749.28	10795.838	10844.073	10894.089	10945.99	10999.8	11055.462	11112.926	11172.067	11232.764	11294.924	11358.431	11423.191	11489.094	11555.977	11623.678	11691.975	11760.628	11829.353	11897.835
