Report generated on: 07-09-2021 13:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API,,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
INTL.58-1-GNQ-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7486338798,12.9424657534,20,23.1589041096,22.368715847,24.037339726,24.9296438356,20.5,21,21,18,18,17,18.45,12.7515068493,11,10,
INTL.59-1-GNQ-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-GNQ-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-ERI-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.3,-0.3,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-ERI-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-ERI-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-ERI-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-ERI-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-ERI-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.3,-0.3,-0.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-EST-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,-0.0825932803,-0.066,0,0,0,7.3,4.4,3,4.747,5.1336174383,5.5304040067,6.1379645715,6.592,6.9,7.28,7.4000219178,7.6,9,10,11,11,13,13,16,14,18.3918465753,21.5561013699,22.5918876712,22.9124344262,
INTL.55-1-EST-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,7.3,4.4,3,4.747,5.1,5.5,6.1,6.562,6.9,7.28,7.4000219178,7.6,9,10,11,11,13,13,16,14,18.3918465753,21.5561013699,22.5918876712,22.9124344262,
INTL.57-1-EST-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-EST-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-EST-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,7.3,4.4,3,4.747,5.1,5.5,6.1,6.562,6.9,7.28,7.4000219178,7.6,9,10,11,11,13,13,16,14,18.3918465753,21.5561013699,22.5918876712,22.9124344262,
INTL.56-1-EST-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,-0.0825932803,-0.066,,0,0,0,0,0,0,0.0336174383,0.0304040067,0.0379645715,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SWZ-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.551,0.827,0.827,0.775,0.81,0.775,0,0,0,0,
INTL.55-1-SWZ-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.551,0.827,0.827,0.775,0.81,0.775,0,0,0,0,
INTL.57-1-SWZ-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-SWZ-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-SWZ-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.551,0.827,0.827,0.775,0.81,0.775,0,0,0,0,
INTL.56-1-SWZ-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-ETH-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,-0.3,-0.3,-0.3,-0.3,-0.3,-0.05196,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.167,0.211,0.296,0.354,0,0,0,0,
INTL.55-1-ETH-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.167,0.211,0.296,0.354,0,0,0,0,
INTL.57-1-ETH-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-ETH-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-ETH-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.167,0.211,0.296,0.354,0,0,0,0,
INTL.56-1-ETH-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-0.3,-0.3,-0.3,-0.3,-0.3,-0.05196,-0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Falkland Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-FLK-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-FLK-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-FLK-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-FLK-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-FLK-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-FLK-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-FRO-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-FRO-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-FRO-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-FRO-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-FRO-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-FRO-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-FJI-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-FJI-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-FJI-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-FJI-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-FJI-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.56-1-FJI-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-FIN-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,-0.4,0.8,2,3.1,4.2,4.2,4.8,5.4,5.4,5.2,5.7,6.6,7.4,7.532,8.9,9.2,8.9,8.4,9.1,9,8.2796912568,7.8003972603,9.0128383562,9.2844465753,9.155,9.171,10.111,9.789,8.718,9.541,16.195,14.727,15.878,17.436,18.484,18.401,11.811,15.766,16.908,18.45,18.45,
INTL.55-1-FIN-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.22,0.4,0,0,0,6.792,4.696,6.021,7.485,8.33,9.991,2.065,5.876,6.912,8.302,8.302,
INTL.57-1-FIN-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-FIN-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.59-1-FIN-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.22,0.4,0,0,0,6.792,4.696,6.021,7.485,8.33,9.991,2.065,5.876,6.912,8.302,8.302,
INTL.56-1-FIN-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,-0.4,0.8,2,3.1,4.2,4.2,4.8,5.4,5.4,5.2,5.7,6.6,7.4,7.532,8.9,9.2,8.9,8.4,9.1,9,8.2796912568,7.8003972603,9.0128383562,9.2844465753,9.105,8.951,9.711,9.789,8.718,9.541,9.403,10.031,9.857,9.951,10.154,8.41,9.746,9.89,9.996,10.148,10.148,
,Former Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-CSK-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,2.1,2.1,2.1,2.1,-4.5,-4.3,-2.7,-2.2,-0.8,-0.2,0.8,2.1,2.2,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.55-1-CSK-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,2.1,2.1,2.1,2.1,2.1,2.1,3.1,3.1,3.1,3.1,2.4,2.8,2.3,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.57-1-CSK-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,2,2,2,2,2,2,3,3,3,3,2.3,2.7,2.2,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.58-1-CSK-TBPD.A,                NGPL (Mb/d),,,,,,,,0.08975,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.59-1-CSK-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.56-1-CSK-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,-6.6,-6.4,-5.8,-5.3,-3.9,-3.3,-1.6,-0.6,-0.0900728031,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
,Former Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SCG-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,23,22.7,26.9,24.9,24.8,22.9,21.4,20.9,18.742948964,18.159295248,17.1627682344,16.5518867138,16.412,15.5856438356,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
INTL.55-1-SCG-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,23,23,26,24,24,22,20,20,18,17,16,15.5,15,14.1616438356,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
INTL.57-1-SCG-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,23,23,24,22,22,20,18,18,16,15,14,13.5,13,12.1616438356,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
INTL.58-1-SCG-TBPD.A,                NGPL (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,2,2,2,2,2,2,2,2,2,2,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
INTL.59-1-SCG-TBPD.A,                Other liquids (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
INTL.56-1-SCG-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,-0.4,-0.3,0.9,0.9,0.8,0.9,1.4,0.9,0.742948964,1.159295248,1.1627682344,1.0518867138,1.412,1.424,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
,Former U.S.S.R.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-SUN-TBPD.A,        Total petroleum and other liquids (Mb/d),8323.9726027397,8912.0356164384,9523.0328767123,10060,10602.9342465753,11105.1178082192,11384.2191780822,11705.9344262295,11850.0630136986,11911.9287671233,11971.7534246575,11860.7486338798,11584.7452054795,11894.8246575342,12050.1625205022,12053.4316476838,11715.0911109147,10975.0429664396,9992.0042362976,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.55-1-SUN-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",8323.9726027397,8912.0356164384,9523.0328767123,10060,10602.9342465753,11105.1178082192,11384.2191780822,11705.9344262295,11850.0630136986,11911.9287671233,11971.7534246575,11860.7486338798,11584.7452054795,11894.8246575342,12050.1625205022,12053.4316476838,11715.0911109147,10975.0429664396,9992.0042362976,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.57-1-SUN-TBPD.A,                Crude oil including lease condensate (Mb/d),8323.9726027397,8912.0356164384,9523.0328767123,10060,10602.9342465753,11105.1178082192,11384.2191780822,11705.9344262295,11850.0630136986,11911.9287671233,11971.7534246575,11860.7486338798,11584.7452054795,11894.8246575342,12050.1625205022,12053.4316476838,11715.0911109147,10975.0429664396,9992.0042362976,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.58-1-SUN-TBPD.A,                NGPL (Mb/d),,,,,,,,285,300,315,330,340,350,440,430,450,425,425,420,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.59-1-SUN-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.56-1-SUN-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-109,-90,-78,-114,-99,-99,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
,Former Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-YUG-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,88,88,89,87,84,90,87,90,87,77,72,68,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.55-1-YUG-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,88,88,89,87,84,90,88,90,86,78,74,68,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.57-1-YUG-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,86,86,87,83,80,86,84,79,75,70,64,60,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.58-1-YUG-TBPD.A,                NGPL (Mb/d),,,,,,,,2,2,2,4,4,4,4,11,11,8,10,8,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.59-1-YUG-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
INTL.56-1-YUG-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,0,0,0,0,0,0,-0.9,-0.2,1.4,-1.2,-2.1,-0.3,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,--,--,--,--,
,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-FRA-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,83,92,86,89,93,106,107,111,119,116,112,113,114,112.9693013699,116.1534246575,111.2547945205,105.1639344262,97.5657534247,88.8931506849,92.7528767123,93.2090437158,90.1330287671,86.2138123288,90.2364260274,89.1052021858,84.249739726,89.1989863014,74.6325068493,77.166,76.3116849315,133.3539315069,129.4671369863,125.1453661202,127.388739726,128.9439863014,131.0202328767,129.5240327869,118.256085055,123.4723238217,105.8601357534,113.1798306011,
INTL.55-1-FRA-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,52,61,55,55,55,67,74,77,79,77,72,69,70,68.5863013699,69.1534246575,62.2547945205,55.1639344262,45.5657534247,39.8931506849,41.7528767123,44.0027322404,40.1780821918,38.9863013699,39.3821917808,39.1612021858,35.402739726,38.9369863014,24.3315068493,25.5,26.1506849315,87.8959315068,84.4151369863,86.6963661202,90.321739726,92.6699863014,94.8472328767,95.9720327869,81.448085055,89.2043238217,74.1271357534,81.4468306011,
INTL.57-1-FRA-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,26,34,34,35,35,50,60,65,67,65,61,59,58,55.5863013699,56.1534246575,50.2547945205,43.1639344262,35.6657534247,34.4931506849,30.4876712329,29,27.9150684932,26.9178082192,24.0767123288,23.3306010929,21.3369863014,21.498630137,19.8356164384,19.5,18.1506849315,18.0849315068,17.8301369863,16.2513661202,16.002739726,15.3369863014,16.6712328767,16.4180327869,15.199969863,15.5617232877,14.5578657534,12.9378306011,
INTL.58-1-FRA-TBPD.A,                NGPL (Mb/d),,,,,,,,26,27,20,20,20,17,14,12,12,12,11,10,13,13,13,12,12,9.9,5.4,7.0021917808,7,7,6.9917808219,5.3,5,3,1,1,1,1,1,1,1,1,1,0.4,0.4,0,0,0,0,
INTL.59-1-FRA-TBPD.A,                Other liquids (Mb/d),,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2630136986,8.0027322404,5.2630136986,5.0767123288,10.0054794521,10.8306010929,11.0657534247,16.4383561644,3.495890411,5,7,68.811,65.585,69.445,73.319,76.333,77.776,79.154,66.248115192,73.642600534,59.56927,68.509,
INTL.56-1-FRA-TBPD.A,            Refinery processing gain (Mb/d),,,,,,,,31,31,31,34,38,39,33,34,40,39,40,44,44,44.383,47,49,50,52,49,51,49.2063114754,49.9549465753,47.2275109589,50.8542342466,49.944,48.847,50.262,50.301,51.666,50.161,45.458,45.052,38.449,37.067,36.274,36.173,33.552,36.808,34.268,31.733,31.733,
,French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTL.53-1-GUF-TBPD.A,        Total petroleum and other liquids (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.55-1-GUF-TBPD.A,"            Crude oil, NGPL, and other liquids (Mb/d)",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.57-1-GUF-TBPD.A,                Crude oil including lease condensate (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
INTL.58-1-GUF-TBPD.A,                NGPL (Mb/d),,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
