Index	Region, subregion, country or area *	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
209	Saint Kitts and Nevis	46.049	46.143	46.489	47.053	47.737	48.492	49.251	49.955	50.544	50.972	51.195	51.193	50.966	50.525	49.93	49.214	48.358	47.38	46.402	45.534	44.885	44.495	44.326	44.316	44.331	44.276	44.148	43.942	43.703	43.457	43.21	42.976	42.762	42.542	42.294	42.013	41.697	41.351	41.047	40.852	40.834	41.013	41.361	41.846	42.373	42.891	43.373	43.846	44.317	44.824	45.374	45.99	46.641	47.306	47.971	48.611	49.21	49.783	50.332	50.886	51.445	52.006	52.591	53.169	53.739	54.288
210	Saint Lucia	82.784	83.874	84.763	85.491	86.106	86.654	87.178	87.719	88.33	89.044	89.897	90.914	92.084	93.399	94.814	96.302	97.881	99.527	101.179	102.749	104.16	105.39	106.455	107.466	108.532	109.769	111.208	112.831	114.546	116.29	117.987	119.594	121.154	122.74	124.468	126.418	128.619	131.034	133.533	135.956	138.185	140.156	141.925	143.565	145.247	147.044	149.004	151.086	153.183	155.172	156.949	158.464	159.763	160.973	162.251	163.714	165.407	167.288	169.22	171.022	172.58	173.832	174.835	175.66	176.421	177.206
211	Saint Vincent and the Grenadines	66.998	68.059	69.271	70.593	72.022	73.523	75.08	76.635	78.168	79.618	80.949	82.142	83.206	84.167	85.069	85.97	86.857	87.736	88.613	89.516	90.452	91.44	92.463	93.517	94.568	95.611	96.641	97.649	98.633	99.59	100.505	101.379	102.204	102.984	103.742	104.477	105.198	105.896	106.536	107.084	107.505	107.814	108.003	108.092	108.129	108.122	108.075	108.004	107.922	107.88	107.898	107.988	108.146	108.35	108.559	108.744	108.907	109.047	109.165	109.253	109.315	109.341	109.328	109.32	109.357	109.455
212	Sint Maarten (Dutch part)	1.499	1.665	1.799	1.912	2.009	2.108	2.213	2.322	2.463	2.629	2.833	3.077	3.373	3.696	4.067	4.46	4.896	5.365	5.859	6.356	6.864	7.375	7.896	8.428	8.975	9.557	10.161	10.797	11.481	12.249	13.096	14.019	15.002	16.12	17.452	19.028	20.898	23.007	25.155	27.06	28.549	29.534	30.09	30.339	30.471	30.633	30.853	31.11	31.374	31.615	31.819	32	32.182	32.346	32.464	32.531	32.517	32.439	32.437	32.632	33.124	33.976	35.133	36.439	37.697	38.75
213	Trinidad and Tobago	645.635	658.833	675.741	695.465	717.156	740.035	763.354	786.433	808.663	829.489	848.479	865.36	880.023	892.569	903.275	912.417	919.903	925.909	931.468	937.848	945.993	956.366	968.741	982.592	997.053	1011.49	1025.658	1039.761	1054.116	1069.202	1085.308	1102.556	1120.611	1138.676	1155.695	1170.928	1184.051	1195.247	1204.893	1213.624	1221.9	1229.907	1237.487	1244.407	1250.318	1255.001	1258.364	1260.678	1262.542	1264.775	1267.984	1272.38	1277.837	1284.052	1290.535	1296.934	1303.144	1309.26	1315.372	1321.618	1328.1	1334.788	1341.588	1348.248	1354.493	1360.092
214	Turks and Caicos Islands	5.051	4.987	4.981	5.014	5.093	5.197	5.315	5.446	5.559	5.656	5.726	5.763	5.763	5.74	5.71	5.672	5.629	5.59	5.559	5.571	5.633	5.756	5.922	6.126	6.346	6.548	6.723	6.886	7.053	7.264	7.519	7.858	8.244	8.669	9.095	9.506	9.875	10.224	10.582	11.017	11.552	12.206	12.968	13.789	14.597	15.332	15.966	16.528	17.115	17.864	18.873	20.185	21.742	23.41	25.028	26.448	27.642	28.64	29.481	30.245	30.994	31.731	32.431	33.108	33.739	34.339
215	United States Virgin Islands	26.797	27.374	28.122	28.822	29.349	29.682	29.856	30.055	30.491	31.439	33.135	35.716	39.071	42.901	46.726	50.233	53.255	55.919	58.478	61.321	64.726	68.764	73.274	77.983	82.477	86.47	89.848	92.687	95.075	97.166	99.08	100.872	102.474	103.821	104.771	105.28	105.29	104.89	104.309	103.856	103.756	104.089	104.794	105.723	106.646	107.392	107.931	108.311	108.556	108.681	108.722	108.69	108.557	108.352	108.086	107.793	107.472	107.141	106.798	106.469	106.149	105.843	105.557	105.311	105.11	104.977
216	Central America	38057.205	39144.068	40298.42	41515.203	42790.122	44119.706	45501.255	46932.873	48413.357	49942.193	51519.119	53143.971	54816.25	56535.071	58299.548	60109.628	61959.986	63851.619	65798.472	67819.407	69925.35	72121.419	74395.568	76720.232	79057.715	81379.531	83676.062	85950.609	88203.765	90440.568	92665.273	94877.414	97075.766	99263.902	101446.711	103629.337	105807.875	107985.484	110182.547	112425.616	114731.12	117108.147	119544.099	122006.794	124451.286	126844.081	129181.431	131470.922	133705.3	135878.796	137992.226	140033.253	142014.325	143991.441	146039.807	148211.558	150528.927	152971.868	155497.581	158041.891	160556.595	163028.364	165467.124	167875.536	170262.816	172635.109
217	Belize	68.919	71.241	73.427	75.56	77.687	79.87	82.141	84.509	86.956	89.49	92.064	94.703	97.384	100.164	103.069	106.119	109.347	112.692	116.061	119.261	122.182	124.793	127.15	129.294	131.307	133.26	135.147	136.989	138.965	141.305	144.155	147.566	151.5	155.822	160.347	164.921	169.568	174.32	179.028	183.469	187.552	191.126	194.317	197.616	201.674	206.963	213.676	221.606	230.284	239.026	247.315	254.984	262.206	269.13	276.089	283.277	290.747	298.407	306.165	313.929	321.608	329.192	336.701	344.181	351.694	359.288
218	Costa Rica	959.495	986.156	1015.879	1048.214	1082.877	1119.617	1158.318	1198.942	1241.553	1286.229	1333.04	1381.917	1432.585	1484.51	1537.041	1589.621	1642.186	1694.71	1746.869	1798.311	1848.866	1898.36	1947.048	1995.743	2045.58	2097.407	2151.497	2207.725	2266.154	2326.704	2389.31	2454.129	2521.168	2589.93	2659.781	2730.233	2800.986	2872.211	2944.557	3018.955	3095.995	3175.649	3257.466	3341.004	3425.69	3510.926	3596.732	3682.725	3767.373	3848.723	3925.443	3996.798	4063.204	4125.971	4187.038	4247.841	4308.794	4369.469	4429.508	4488.263	4545.28	4600.474	4654.122	4706.401	4757.575	4807.852
219	El Salvador	2199.898	2236.576	2278.307	2324.559	2374.972	2429.333	2487.586	2549.826	2616.277	2687.233	2762.899	2843.24	2927.857	3015.887	3106.186	3197.863	3290.411	3383.701	3477.742	3572.707	3668.595	3765.166	3861.931	3958.323	4053.713	4147.525	4239.675	4329.964	4417.516	4501.316	4580.704	4655.364	4725.72	4792.903	4858.532	4923.86	4988.943	5053.714	5119.035	5185.943	5254.984	5326.657	5400.331	5474	5544.945	5611.115	5671.925	5727.755	5778.706	5825.187	5867.626	5905.962	5940.303	5971.535	6000.775	6028.961	6056.478	6083.475	6110.301	6137.276	6164.626	6192.56	6221.246	6250.777	6281.189	6312.478
220	Guatemala	3114.957	3212.331	3311.537	3413.165	3517.653	3625.3	3736.236	3850.434	3967.745	4087.923	4210.747	4336.143	4464.249	4595.51	4730.54	4869.716	5013.153	5160.609	5311.615	5465.512	5621.792	5780.48	5941.567	6104.53	6268.707	6433.728	6599.214	6765.516	6933.906	7106.145	7283.459	7466.488	7654.819	7847.472	8042.897	8240.06	8438.604	8639.108	8842.575	9050.465	9263.813	9483.27	9708.544	9938.692	10172.297	10408.489	10646.674	10887.634	11133.501	11387.203	11650.743	11924.946	12208.848	12500.478	12796.925	13096.028	13397.008	13700.286	14006.366	14316.208	14630.417	14948.919	15271.056	15596.214	15923.559	16252.429
221	Honduras	1546.724	1588.561	1631.734	1676.502	1723.01	1771.351	1821.538	1873.498	1927.104	1982.192	2038.637	2096.407	2155.652	2216.707	2280.045	2346.01	2414.807	2486.414	2560.727	2637.517	2716.659	2798.125	2882.113	2968.994	3059.254	3153.261	3251.158	3352.835	3458.104	3566.665	3678.286	3792.938	3910.657	4031.349	4154.887	4281.189	4410.158	4541.804	4676.361	4814.137	4955.328	5099.951	5247.836	5398.805	5552.625	5709.051	5867.849	6028.882	6192.026	6357.221	6524.283	6693.061	6863.157	7033.821	7204.153	7373.43	7541.406	7707.972	7872.658	8035.021	8194.778	8351.6	8505.646	8657.785	8809.216	8960.829
222	Mexico	28012.561	28836.114	29711.632	30634.215	31599.801	32605.178	33647.982	34726.719	35840.646	36989.694	38174.112	39394.126	40649.588	41939.88	43264.272	44623.043	46011.038	47429.812	48894.019	50423.481	52029.861	53718.724	55478.151	57280.587	59088.193	60872.399	62623.763	64345.884	66039.488	67709.689	69360.871	70992.195	72602.533	74196.548	75780.605	77360.707	78934.125	80503.052	82083.919	83697.891	85357.874	87071.512	88828.31	90600.453	92349.147	94045.579	95687.452	97281.739	98821.456	100300.579	101719.673	103067.068	104355.608	105640.453	106995.583	108472.228	110092.378	111836.346	113661.809	115505.228	117318.941	119090.017	120828.307	122535.969	124221.6	125890.949
223	Nicaragua	1294.992	1331.745	1371.518	1414.276	1459.854	1508.025	1558.474	1610.818	1664.605	1719.365	1774.699	1830.4	1886.562	1943.59	2002.119	2062.63	2125.24	2189.882	2256.782	2326.139	2398.096	2472.656	2549.774	2629.505	2711.848	2796.746	2884.155	2973.806	3065.117	3157.355	3249.91	3342.669	3435.525	3527.939	3619.253	3709.091	3796.917	3882.943	3968.454	4055.265	4144.565	4236.801	4331.277	4426.58	4520.725	4612.228	4700.779	4786.64	4869.626	4949.66	5026.796	5100.75	5171.734	5240.879	5309.703	5379.328	5450.211	5522.106	5594.506	5666.581	5737.723	5807.82	5877.108	5945.747	6013.997	6082.035
224	Panama	859.659	881.344	904.386	928.712	954.268	981.032	1008.98	1038.127	1068.471	1100.067	1132.921	1167.035	1202.373	1238.823	1276.276	1314.626	1353.804	1393.799	1434.657	1476.479	1519.299	1563.115	1607.834	1653.256	1699.113	1745.205	1791.453	1837.89	1884.515	1931.389	1978.578	2026.065	2073.844	2121.939	2170.409	2219.276	2268.574	2318.332	2368.618	2419.491	2471.009	2523.181	2576.018	2629.644	2684.183	2739.73	2796.344	2853.941	2912.328	2971.197	3030.347	3089.684	3149.265	3209.174	3269.541	3330.465	3391.905	3453.807	3516.268	3579.385	3643.222	3707.782	3772.938	3838.462	3903.986	3969.249
225	South America	113784.817	116957.218	120200.902	123508.214	126876.363	130307.473	133808.975	137393.15	141076.196	144876.328	148808.491	152878.636	157078.809	161384.862	165762.688	170185.819	174649.552	179156.371	183696.407	188259.988	192842.113	197435.677	202046.305	206697.755	211423.183	216246.933	221172.124	226192.704	231311.838	236530.838	241846.994	247261.979	252765.638	258328.229	263910.636	269482.257	275030.127	280553.217	286047.687	291513.663	296950.815	302350.932	307708.362	313029.112	318322.945	323595.244	328846.881	334069.539	339248.255	344363.019	349398.761	354352.276	359225.252	364013.849	368715.053	373328.523	377848.083	382277.872	386640.742	390967.784	395280.204	399586.154	403876.144	408131.634	412325.321	416436.111
226	Argentina	17150.336	17507.13	17866.096	18224.15	18579.037	18929.346	19274.528	19614.847	19951.323	20285.531	20619.075	20953.077	21287.682	21621.84	21953.929	22283.39	22608.748	22932.203	23261.278	23605.987	23973.058	24366.439	24782.949	25213.388	25644.506	26066.975	26477.152	26878.565	27277.741	27684.534	28105.888	28543.364	28993.987	29454.738	29920.904	30388.783	30857.244	31326.473	31795.517	32263.561	32729.739	33193.918	33655.151	34110.917	34558.115	34994.814	35419.682	35833.969	36241.59	36648.068	37057.452	37471.509	37889.37	38309.379	38728.696	39145.488	39558.89	39970.224	40382.389	40799.407	41223.889	41656.879	42096.739	42539.925	42981.515	43417.765
227	Bolivia (Plurinational State of)	3089.646	3140.336	3193.289	3248.461	3305.836	3365.36	3427.002	3490.684	3556.36	3623.965	3693.449	3764.813	3838.097	3913.395	3990.857	4070.59	4152.668	4237.125	4324.064	4413.59	4505.778	4600.591	4698.083	4798.509	4902.168	5009.257	5119.833	5233.677	5350.322	5469.123	5589.575	5711.599	5835.182	5959.96	6085.496	6211.55	6337.893	6464.732	6592.787	6723.046	6856.244	6992.521	7131.707	7273.825	7418.861	7566.714	7717.443	7870.855	8026.254	8182.712	8339.512	8496.375	8653.345	8810.42	8967.741	9125.409	9283.334	9441.444	9599.855	9758.748	9918.242	10078.343	10239.004	10400.264	10562.159	10724.705
228	Brazil	53974.729	55619.224	57307.476	59030.858	60784.892	62569.196	64387.823	66248.946	68164.042	70146.513	72207.554	74351.763	76573.248	78854.019	81168.654	83498.02	85837.799	88191.378	90557.064	92935.072	95326.793	97728.961	100143.598	102584.278	105069.367	107612.1	110213.082	112867.867	115577.669	118342.626	121159.761	124030.908	126947.365	129882.321	132800.684	135676.281	138499.464	141273.488	144001.542	146691.981	149352.145	151976.577	154564.278	157132.682	159705.123	162296.612	164913.306	167545.164	170170.64	172759.243	175287.587	177750.67	180151.021	182482.149	184738.458	186917.361	189012.412	191026.637	192979.029	194895.996	196796.269	198686.688	200560.983	202408.632	204213.133	205962.108
229	Chile	6188.284	6327.085	6467.64	6610.731	6756.969	6906.838	7060.663	7218.587	7380.642	7546.713	7716.625	7890.156	8067.136	8247.415	8430.838	8617.077	8806.137	8997.325	9188.822	9378.243	9563.865	9745.189	9922.558	10096.295	10267.056	10435.534	10601.836	10766.419	10930.783	11096.868	11266.226	11439.144	11615.836	11797.534	11985.658	12181.028	12384.108	12594.145	12809.025	13025.797	13242.132	13457.244	13671.033	13882.668	14091.389	14296.613	14497.826	14694.835	14887.756	15076.952	15262.754	15444.969	15623.635	15799.542	15973.778	16147.064	16319.792	16491.687	16661.942	16829.442	16993.354	17153.357	17309.746	17462.982	17613.798	17762.681
230	Colombia	12340.899	12699.952	13064.689	13438.645	13824.726	14225.204	14641.72	15075.305	15526.39	15994.889	16480.383	16982.315	17500.171	18033.55	18581.974	19144.223	19721.462	20311.371	20905.059	21490.945	22061.215	22611.986	23146.803	23674.504	24208.021	24756.973	25323.406	25905.127	26502.166	27113.512	27737.9	28375.991	29027.162	29687.094	30350.086	31011.688	31669.776	32324.325	32975.535	33624.444	34271.565	34916.766	35558.682	36195.168	36823.537	37441.977	38049.038	38645.411	39234.062	39819.279	40403.958	40988.909	41572.491	42152.151	42724.163	43285.634	43835.722	44374.572	44901.544	45416.181	45918.097	46406.646	46881.475	47342.981	47791.911	48228.697
231	Ecuador	3470.159	3561.154	3655.014	3752.135	3852.859	3957.485	4066.239	4179.319	4296.833	4418.892	4545.55	4676.859	4812.89	4953.733	5099.468	5250.119	5405.685	5566.057	5730.906	5899.845	6072.527	6248.835	6428.711	6611.916	6798.206	6987.391	7179.399	7374.234	7571.959	7772.653	7976.445	8183.194	8392.94	8606.213	8823.751	9045.979	9272.906	9504.129	9739.176	9977.377	10218.091	10460.99	10705.667	10951.202	11196.479	11440.583	11683.479	11924.993	12163.885	12398.691	12628.596	12852.755	13072.06	13289.601	13509.647	13735.233	13967.48	14205.453	14447.562	14691.275	14934.69	15177.355	15419.666	15661.547	15903.112	16144.368
232	Falkland Islands (Malvinas)	2.259	2.249	2.24	2.219	2.21	2.204	2.185	2.18	2.165	2.152	2.15	2.125	2.115	2.109	2.087	2.078	2.058	2.036	2.026	2.008	2.001	1.971	1.969	1.939	1.935	1.917	1.903	1.886	1.876	1.865	1.848	1.853	1.843	1.847	1.85	1.855	1.865	1.881	1.906	1.941	1.989	2.063	2.142	2.236	2.333	2.435	2.538	2.637	2.736	2.815	2.882	2.924	2.947	2.951	2.954	2.939	2.921	2.907	2.885	2.867	2.852	2.856	2.858	2.87	2.887	2.898
233	French Guiana	25.472	26.247	26.892	27.465	27.987	28.49	29.027	29.621	30.303	31.095	32.032	33.121	34.377	35.765	37.287	38.892	40.623	42.443	44.31	46.153	47.93	49.629	51.269	52.88	54.52	56.223	57.995	59.872	61.931	64.281	66.977	70.029	73.42	77.233	81.562	86.439	91.939	97.978	104.226	110.263	115.784	120.681	125.083	129.163	133.189	137.4	141.767	146.273	151.17	156.735	163.165	170.596	178.904	187.619	196.079	203.826	210.673	216.785	222.452	228.134	234.181	240.654	247.463	254.503	261.623	268.691
234	Guyana	406.559	418.674	432.818	448.464	465.172	482.555	500.324	518.259	536.218	554.092	571.819	589.274	606.285	622.575	637.845	651.868	664.521	675.871	686.146	695.745	704.934	713.684	721.948	729.916	737.847	745.841	754.101	762.424	770.125	776.254	780.153	781.732	781.246	778.948	775.219	770.435	764.459	757.506	750.731	745.665	743.309	744.289	748.134	753.484	758.342	761.291	761.861	760.51	757.952	755.278	753.301	752.263	751.884	751.857	751.652	750.946	749.601	747.869	746.314	745.693	746.556	749.1	753.091	758.081	763.393	768.514
235	Paraguay	1473.253	1511.767	1550.757	1590.497	1631.186	1673.009	1716.108	1760.578	1806.519	1853.939	1902.875	1953.328	2005.337	2058.915	2114.095	2170.859	2229.376	2289.582	2350.901	2412.566	2474.106	2535.359	2596.739	2659.088	2723.523	2790.962	2861.581	2935.375	3012.829	3094.482	3180.63	3271.456	3366.719	3465.793	3567.752	3671.826	3777.763	3885.436	3994.331	4103.911	4213.742	4323.41	4432.736	4541.902	4651.225	4760.85	4870.694	4980.344	5089.31	5196.937	5302.7	5406.624	5508.611	5607.95	5703.74	5795.494	5882.796	5966.159	6047.117	6127.837	6209.877	6293.783	6379.219	6465.74	6552.584	6639.119
236	Peru	7727.734	7924.21	8128.523	8340.377	8559.718	8786.757	9021.961	9266.079	9520.047	9784.91	10061.515	10350.242	10650.667	10961.54	11281.015	11607.681	11941.325	12282.082	12629.329	12982.449	13341.069	13704.335	14072.476	14447.648	14832.841	15229.947	15639.901	16061.323	16491.083	16924.753	17359.12	17792.549	18225.73	18660.439	19099.584	19544.956	19996.253	20451.71	20909.895	21368.859	21826.658	22283.128	22737.056	23184.228	23619.356	24038.76	24441.074	24827.406	25199.748	25561.299	25914.879	26261.363	26601.467	26937.738	27273.194	27610.41	27949.944	28292.724	28641.98	29001.507	29373.646	29759.989	30158.966	30565.716	30973.354	31376.671
237	Suriname	215.002	222.679	229.652	236.347	243.088	250.088	257.485	265.273	273.382	281.668	289.966	298.188	306.328	314.528	322.997	331.793	341.133	350.751	359.733	366.848	371.273	372.623	371.324	368.344	365.099	362.654	361.364	361.043	361.457	362.125	362.777	363.325	364.032	365.3	367.66	371.47	376.867	383.654	391.391	399.492	407.472	415.216	422.763	430.039	437.037	443.724	450.036	455.954	461.56	467.003	472.39	477.74	483.044	488.332	493.63	498.946	504.307	509.705	515.148	520.619	526.103	531.589	537.077	542.54	547.928	553.208
238	Uruguay	2238.507	2261.342	2286.265	2313.213	2342.042	2372.568	2404.499	2437.499	2471.153	2505.015	2538.651	2571.69	2603.887	2635.129	2665.39	2694.537	2722.877	2750.093	2774.774	2795.046	2809.803	2818.27	2821.439	2822.081	2824.069	2830.172	2841.429	2857.105	2875.966	2896.023	2915.778	2935.036	2954.282	2973.463	2992.645	3011.908	3031.038	3049.966	3069.099	3088.984	3109.989	3132.05	3154.855	3178.155	3201.607	3224.804	3248.035	3271.01	3292.138	3309.318	3321.245	3327.103	3327.773	3325.637	3324.096	3325.612	3331.043	3339.741	3350.824	3362.755	3374.415	3385.624	3396.777	3408.005	3419.546	3431.552
239	Venezuela (Bolivarian Republic of)	5481.978	5735.169	5989.551	6244.652	6500.641	6758.373	7019.411	7285.973	7560.819	7846.954	8146.847	8461.685	8790.589	9130.349	9476.252	9824.692	10175.14	10528.054	10881.995	11235.491	11587.761	11937.805	12286.439	12636.969	12994.025	13360.987	13739.142	14127.787	14525.931	14931.739	15343.916	15761.799	16185.894	16617.346	17057.785	17508.059	17968.552	18437.794	18912.526	19388.342	19861.956	20332.079	20799.075	21263.443	21726.352	22188.667	22650.102	23110.178	23569.454	24028.689	24488.34	24948.476	25408.7	25868.523	26327.225	26784.161	27239.168	27691.965	28141.701	28587.323	29028.033	29463.291	29893.08	30317.848	30738.378	31155.134
240	NORTHERN AMERICA	172602.624	175069.6	177873.957	180940.689	184201.252	187593.528	191061.864	194557.057	198036.251	201462.9	204806.567	208042.55	211151.75	214120.517	216940.935	219611.692	222121.858	224480.144	226731.322	228937.026	231144.706	233371.459	235615.13	237880.386	240166.138	242471.964	244806.858	247177.281	249575.805	251990.474	254413.646	256844.077	259288.526	261756.859	264262.669	266816.288	269426.276	272092.914	274808.654	277561.437	280345.44	283142.82	285962.467	288855.675	291892.257	295113.733	298550.675	302165.132	305846.481	309442.255	312845.026	316004.041	318955.126	321783.263	324616.926	327545.823	330601.133	333743.187	336906.35	339993.501	342936.927	345716.402	348362.053	350917.629	353448.548	356003.541
241	Bermuda	37.26	37.814	38.478	39.198	39.966	40.755	41.562	42.394	43.233	44.075	44.946	45.834	46.725	47.603	48.435	49.209	49.914	50.558	51.147	51.72	52.286	52.856	53.43	53.978	54.508	54.99	55.431	55.849	56.236	56.616	56.992	57.371	57.746	58.134	58.525	58.92	59.324	59.731	60.14	60.538	60.93	61.312	61.677	62.034	62.381	62.696	62.986	63.259	63.511	63.767	64.028	64.323	64.61	64.87	65.065	65.13	65.063	64.892	64.625	64.303	63.956	63.581	63.179	62.771	62.382	62.003
242	Canada	13733.402	14098.675	14482.057	14884.172	15303.889	15738.362	16182.877	16630.976	17074.869	17506.053	17917.236	18304.387	18668.576	19016.655	19359.165	19703.883	20051.96	20401.082	20751.373	21102.23	21452.737	21804.269	22156.208	22503.243	22838.19	23156.209	23456.507	23741.589	24014.082	24278.047	24537.422	24791.139	25040.948	25296.84	25571.673	25873.949	26208.08	26569.766	26947.842	27326.166	27692.68	28044.606	28384.35	28711.303	29026.188	29330.073	29622.132	29903.15	30178.134	30453.884	30735.773	31024.732	31320.889	31627.806	31949.417	32287.98	32645.483	33019.932	33404.548	33789.831	34168.668	34538.622	34900.705	35255.495	35604.728	35949.709
243	Greenland	22.996	23.473	23.938	24.469	25.093	25.846	26.718	27.731	28.85	30.017	31.239	32.471	33.73	35.043	36.445	37.964	39.61	41.361	43.097	44.699	46.074	47.186	48.077	48.738	49.234	49.586	49.78	49.844	49.86	49.946	50.179	50.584	51.157	51.829	52.534	53.19	53.797	54.373	54.878	55.295	55.604	55.789	55.861	55.848	55.815	55.811	55.837	55.881	55.948	56.046	56.175	56.327	56.518	56.708	56.861	56.951	56.971	56.927	56.841	56.728	56.638	56.552	56.47	56.414	56.382	56.377
244	Saint Pierre and Miquelon	4.571	4.603	4.633	4.66	4.691	4.723	4.766	4.8	4.841	4.882	4.918	4.953	4.978	5.005	5.046	5.096	5.152	5.215	5.287	5.373	5.459	5.55	5.642	5.74	5.813	5.883	5.925	5.957	5.97	5.987	6.001	6.02	6.043	6.052	6.076	6.109	6.14	6.18	6.212	6.251	6.276	6.294	6.306	6.304	6.307	6.304	6.296	6.291	6.285	6.281	6.272	6.268	6.262	6.255	6.259	6.261	6.26	6.261	6.269	6.277	6.274	6.274	6.276	6.273	6.277	6.29
245	United States of America	158804.395	160905.035	163324.851	165988.19	168827.613	171783.842	174805.941	177851.156	180884.458	183877.873	186808.228	189654.905	192397.741	195016.211	197491.844	199815.54	201975.222	203981.928	205880.418	207733.004	209588.15	211461.598	213351.773	215268.687	217218.393	219205.296	221239.215	223324.042	225449.657	227599.878	229763.052	231938.963	234132.632	236344.004	238573.861	240824.12	243098.935	245402.864	247739.582	250113.187	252529.95	254974.819	257454.273	260020.186	262741.566	265658.849	268803.424	272136.551	275542.603	278862.277	281982.778	284852.391	287506.847	290027.624	292539.324	295129.501	297827.356	300595.175	303374.067	306076.362	308641.391	311051.373	313335.423	315536.676	317718.779	319929.162
246	OCEANIA	12647.776	12971.297	13275.573	13572.461	13870.902	14176.713	14492.818	14819.081	15152.85	15489.65	15825.224	16157.867	16490.164	16829.986	17188.133	17571.233	17982.612	18416.989	18861.859	19299.805	19718.034	20113.704	20489.704	20846.065	21184.323	21506.855	21811.92	22101.729	22387.772	22685.176	23005.068	23351.573	23722.342	24113.313	24517.512	24929.397	25348.398	25775.162	26206.73	26639.715	27071.461	27501.305	27929.031	28353.141	28772.099	29185.314	29593.028	29997.105	30401.381	30810.664	31229.422	31656.849	32094.472	32551.66	33040.246	33567.637	34138.499	34747.498	35379.766	36014.268	36635.566	37237.877	37824.446	38399.398	38970.389	39542.98
247	Australia/New Zealand	10085.342	10360.535	10613.768	10857.134	11099.673	11347.299	11602.73	11865.654	12133.082	12400.154	12662.301	12917.621	13168.888	13424.443	13695.741	13989.958	14310.533	14652.033	15001.914	15342.667	15661.294	15954.979	16226.558	16475.847	16704.225	16913.839	17103.193	17274.471	17438.254	17608.539	17795.733	18003.322	18229.604	18473.087	18730.25	18997.879	19276.468	19565.678	19860.222	20153.251	20439.603	20718.044	20989.129	21251.943	21506.016	21751.679	21989.034	22219.95	22449.019	22682.243	22924.836	23176.466	23438.397	23719.041	24028.867	24374.258	24759.523	25179.815	25620.818	26062.522	26490.126	26898.164	27289.592	27668.256	28041.368	28414.088
248	Australia	8177.342	8412.604	8620.97	8816.902	9011.19	9210.908	9419.268	9635.828	9856.949	10076.741	10289.707	10493.555	10691.689	10894.27	11115.211	11363.313	11643.451	11949.357	12265.087	12568.3	12842.907	13084.157	13296.872	13486.438	13662.048	13831.206	13994.623	14152.065	14309.298	14473.242	14649.114	14838.494	15041.065	15257.358	15487.214	15729.643	15986.164	16254.935	16527.43	16792.294	17041.431	17271.874	17485.948	17687.479	17882.737	18076.743	18271.685	18467.588	18665.045	18864.112	19065.837	19268.533	19475.191	19696.972	19948.429	20238.903	20573.606	20946.664	21342.493	21739.04	22120.064	22479.799	22821.849	23150.729	23474.668	23799.556
249	New Zealand	1908	1947.931	1992.798	2040.232	2088.483	2136.391	2183.462	2229.826	2276.133	2323.413	2372.594	2424.066	2477.199	2530.173	2580.53	2626.645	2667.082	2702.676	2736.827	2774.367	2818.387	2870.822	2929.686	2989.409	3042.177	3082.633	3108.57	3122.406	3128.956	3135.297	3146.619	3164.828	3188.539	3215.729	3243.036	3268.236	3290.304	3310.743	3332.792	3360.957	3398.172	3446.17	3503.181	3564.464	3623.279	3674.936	3717.349	3752.362	3783.974	3818.131	3858.999	3907.933	3963.206	4022.069	4080.438	4135.355	4185.917	4233.151	4278.325	4323.482	4370.062	4418.365	4467.743	4517.527	4566.7	4614.532
250	Melanesia	2165.34	2203.567	2244.826	2288.858	2335.445	2384.384	2435.627	2489.137	2544.919	2603.082	2663.684	2726.796	2792.354	2860.246	2930.282	3002.425	3076.558	3152.834	3231.69	3313.641	3399.118	3488.293	3581.07	3677.233	3776.401	3878.332	3982.698	4089.545	4199.42	4313.135	4431.111	4553.898	4680.885	4809.895	4937.978	5063.191	5184.589	5303.203	5421.46	5542.845	5669.948	5803.499	5942.772	6087.29	6235.97	6387.966	6543.399	6702.431	6864.394	7028.438	7193.988	7360.553	7528.313	7698.111	7871.221	8048.467	8230.174	8415.756	8604.13	8793.691	8983.311	9172.576	9361.723	9551.124	9741.442	9933.15
251	Fiji	288.988	296.209	304.814	314.351	324.482	334.976	345.744	356.82	368.319	380.451	393.386	407.156	421.577	436.208	450.45	463.883	476.324	487.913	498.892	509.658	520.529	531.601	542.814	554.107	565.388	576.595	587.52	598.259	609.345	621.538	635.255	650.955	668.198	685.391	700.366	711.661	718.548	721.725	722.917	724.624	728.628	735.473	744.531	755.026	765.667	775.498	784.476	792.86	800.315	806.494	811.223	814.218	815.691	816.628	818.354	821.817	827.411	834.812	843.34	851.967	859.95	867.086	873.596	879.715	885.806	892.149
